RedJade Code,0,1
222,0.55057156,-0.15229261
854,-0.20247756,-0.9387096
541,-0.117599726,0.3771931
417,0.10159167,0.52206594
229,-0.59794897,0.83000284
201,-0.16000073,0.24740268
480,-0.21584564,-0.123482354
321,-0.06944825,-0.3618502
322,-0.14381488,0.50415254
764,-0.23007171,-0.5905856
898,0.003184041,-0.12810098
85,1.1390197,-0.16132607
240,-0.46255994,-0.28708217
116,0.08106382,0.42184407
887,-0.3074007,-0.13007846
534,0.8079399,-0.041504886
230,0.9815988,-0.40695453
620,1.2076029,-0.16663857
109,-0.442497,-0.20545316
428,-0.2540528,0.057926074
954,0.1879185,0.012328942
694,-0.15657248,0.6306778
206,0.3225171,-0.13180429
595,-0.17094538,-0.26916122
405,-0.43145505,-0.16042273
504,-0.1585955,0.30906314
153,-0.26208946,-0.93790597
760,0.28445348,0.21927659
368,-0.40882275,-0.12683792
569,0.28687492,0.41287977
294,-0.44812316,-0.16863637
194,0.3713393,0.20321892
401,1.0816941,-0.20485948
137,-0.20002787,0.040071376
245,-0.42587045,-0.11789824
474,-0.2619329,0.17420612
472,0.08424361,0.568824
258,-0.24890102,-0.5852156
868,0.5734486,0.33739418
473,-0.13875741,-0.00012737047
491,-0.5245172,0.97420335
703,-0.19563235,0.3235654
741,-0.07136798,-0.5692927
896,-0.33804524,-0.57016367
950,-0.17785217,-0.73614
560,0.45883676,0.23961782
822,-0.45747602,1.1617389
861,0.40994045,0.2489127
87,-0.097848564,-0.5168469
926,-0.1361199,-0.2633321
416,0.022713447,0.018650826
120,-0.12369219,0.1318918
64,-0.43145603,-0.35075614
445,-0.40288934,-0.10702294
105,-0.18145728,-0.3747446
693,-0.3427685,-0.18942638
6,-0.17052959,0.22987737
103,0.17492148,0.018227845
18,-0.66258895,-0.010462152
125,-0.44637382,-0.4233669
370,0.23588103,0.025626421
665,-0.40029857,0.6915776
38,-0.4559745,0.8848445
834,-0.1678497,0.2311292
12,-0.18315934,0.49377194
319,-0.40155563,-0.5339003
306,-0.66894966,-0.0732086
400,0.2202658,-0.51712453
934,-0.49898317,-0.1023426
680,-0.21267307,-0.023937868
424,-0.4087249,0.83420634
791,-0.071175404,-0.22733423
484,-0.47375536,-0.054948382
36,-0.44402215,0.10893057
790,0.37834617,0.14344977
487,-0.4338049,-0.46783623
847,-0.43266997,-0.24664676
539,-0.025084713,-0.7360686
165,-0.6113879,-0.007858502
999,-0.426729,-0.23919088
544,-0.16111924,0.25289756
985,-0.45490828,-0.15529576
965,1.0599405,0.28603575
471,-0.44964993,0.9455984
82,-0.57685375,0.41763964
272,0.033537894,-0.24982136
931,-0.6055373,-0.0044273343
460,-0.57803804,-0.36083803
451,-0.09659413,-0.25998172
403,0.79113525,0.23736084
470,-0.15370336,-0.139424
324,-0.07524271,0.15352792
482,-0.439376,1.1479847
594,0.046834398,0.06016788
848,0.090887435,0.11769013
963,-0.23599052,-0.61865246
500,-0.13861355,-0.2621595
638,0.22349145,0.16891971
273,0.23996602,0.2023258
17,-0.35117236,-0.4375585
121,-0.5294253,-0.19044073
131,0.6037649,0.019645618
149,-0.3750793,-0.14800376
161,0.041016754,-0.40321776
171,0.45044717,-0.2784318
188,1.0300767,-0.096989274
210,-0.1419128,-0.76006836
238,-0.30157802,-0.1746875
239,-0.06891732,0.41615254
261,0.34140113,-0.104924254
315,-0.47141182,-0.44961062
366,-0.6070969,0.14525206
386,-0.52833354,0.08170363
413,0.30742103,0.0803344
414,-0.5573917,-0.26402068
434,-0.4984025,-0.5778271
457,-0.20866816,-0.08524927
507,-0.28151807,-0.08023231
550,0.25932944,0.49719775
554,0.0648581,-0.20123409
568,-0.504638,-0.22251692
571,-0.29513904,-0.37888008
578,0.28988448,-0.27045277
586,0.13231945,-0.44060728
596,0.796377,0.056681626
607,0.6526401,0.7797008
615,-0.43847674,-0.64457345
692,0.5490218,0.21235055
699,-0.6891281,0.22564524
700,0.58542067,0.094529845
710,0.68823063,0.2652337
713,1.2444211,-0.08136509
721,-0.5127983,-0.15363443
724,-0.44986552,-0.34224376
728,-0.3992349,-0.4492447
733,-0.5808488,-0.4172237
745,-0.3374245,-0.48471424
755,0.5603082,0.19436789
757,-0.59868544,-0.44923636
762,0.36353073,0.2589075
812,-0.43961087,-0.24966037
877,0.44125003,-0.14181975
879,0.23481902,-0.104779914
882,-0.35745922,-0.10413199
917,1.0408102,0.12040696
941,0.14442806,-0.2221161
946,-0.25931993,-0.17609619
952,0.47647306,-0.15131031
976,-0.5102636,-0.124339566
7,1.0109216,0.3588584
47,-0.23633665,0.18339926
63,-0.40401417,0.488229
90,-0.07196045,0.0002687597
136,0.25008205,-0.101815954
168,-0.14231716,-0.1451544
173,-0.5387262,0.22785822
190,-0.5763116,-0.08849907
232,-0.1117253,-0.2768503
251,0.042362053,-0.16231643
276,0.16694032,-0.4662014
277,-0.25735593,-0.08727217
313,-0.09269672,-0.06753694
320,-0.76267534,-0.015802087
340,-0.18534204,0.03007131
344,-0.63300276,0.6309327
349,-0.1660722,0.056201987
355,0.49974456,0.19567822
358,-0.6022126,-0.20545655
367,-0.1688662,0.19406101
404,-0.21102768,-0.41833627
419,0.12946592,-0.14047287
427,-0.50385195,0.94467103
465,-0.57010543,-0.17221831
478,-0.19085467,-0.3733324
492,-0.42040372,1.0293941
505,-0.3529799,1.1008189
511,0.7713767,-0.22654411
570,-0.74608546,0.083875805
582,0.46728674,-0.15092322
600,-0.38698116,-0.32209805
613,-0.4776627,0.12445792
631,0.13808697,0.23020831
649,-0.21009424,-0.5608804
679,-0.48305494,0.91533625
722,-0.53687173,-0.25897142
731,0.4180689,-0.10880577
735,-0.33107302,-0.16359435
773,-0.4149673,-0.043655466
777,-0.16914055,0.14562438
801,0.17551608,0.52804434
832,-0.58796865,0.36440167
905,-0.34346268,-0.479921
920,-0.44869083,-0.10555791
927,0.42352426,0.48773205
955,0.5004265,-0.058824256
960,0.8894006,-0.20659335
964,-0.1954256,-0.13025565
968,-0.6488085,0.09649617
971,0.39269406,-0.047111623
30,0.12612791,-0.051223848
100,-0.5081645,0.67812186
118,-0.5779714,-0.33778316
132,-0.31589812,0.759858
133,1.2505912,-0.11646043
140,0.061605457,0.73114324
141,-0.6828009,-0.29054135
148,-0.39657518,0.7585316
179,0.78788775,0.27014118
203,-0.39170268,0.95444536
227,-0.7025394,0.17392562
268,-0.37682092,0.8138066
275,-0.30576316,0.8704397
285,-0.33544514,0.83259803
290,-0.44129798,-0.18533318
297,-0.15547661,-0.17937656
327,-0.48087308,-0.22030318
330,-0.29655865,0.11741605
352,0.47929522,0.45389196
373,-0.103033625,-0.13380378
378,-0.5883997,0.21541318
392,-0.6227517,0.7728792
407,-0.3060616,0.119398676
432,0.41247952,0.08111109
442,-0.14361434,0.04710531
455,1.2081143,-0.14007436
461,0.9559349,-0.17849708
490,0.4523007,0.22985218
520,0.08895636,0.7613656
531,-0.73988974,-0.04588487
562,1.0317448,-0.22861955
575,-0.14761,-0.35627908
593,-0.8239782,0.3241394
604,0.29681325,-0.06406602
611,-0.437915,-0.29870325
661,0.41697273,-0.044027142
698,0.100843616,-0.0056565385
736,-0.5409581,-0.27479362
738,-0.5211604,0.44591886
758,-0.13919477,-0.35887548
761,-0.38552222,-0.3206439
776,-0.41469815,0.37986052
780,-0.45424598,-0.16903803
784,0.4392986,-0.06325738
820,-0.5571226,-0.16489358
864,-0.80357873,0.2826344
900,-0.5467142,-0.2588129
901,-0.62583375,0.24507071
944,0.2578752,-0.026348043
41,-0.5139544,-0.3749379
61,0.19992097,-0.72371364
80,0.15712819,-0.092587076
96,0.14806166,0.029457418
101,-0.25976425,0.08767626
129,0.16118537,-0.2936054
144,-0.29437634,-0.5815867
150,-0.3034146,-0.68634003
177,0.6295025,-0.13658886
185,0.25554335,-0.039341576
191,-0.09588803,-0.084736265
193,-0.15113908,-0.37586105
209,-0.23190615,-0.32374778
214,-0.5110713,-0.3005565
257,-0.794837,0.075022645
312,0.4289389,0.16493092
314,-0.25020918,0.41329598
317,0.8192593,-0.35515764
332,-0.061429758,-0.5886411
377,-0.49625608,-0.54515904
380,-0.6521313,-0.15011081
391,-0.6455839,-0.34164637
402,0.77678245,-0.14772175
409,0.3072921,-0.17087252
449,0.13225543,-0.06336678
453,-0.102598645,-0.11852333
458,0.20339747,0.11908538
485,-0.19614796,0.0081789745
489,0.46220347,-0.42487055
515,-0.16086358,-0.320517
517,0.7456958,-0.024360154
533,0.77890027,0.04105407
558,0.13050404,-0.08317984
585,-0.5946527,-0.2537474
591,-0.35597268,-0.31865153
634,-0.51854956,-0.13523474
701,0.37921652,-0.04481141
756,-0.38828,-0.31118056
763,1.2020531,-0.04552236
803,-0.61946845,-0.16061966
829,0.13196397,-0.41901767
875,-0.3278929,-0.22184353
876,0.3028608,-0.03501341
895,-0.10439495,0.23690403
897,0.99657696,-0.49564242
906,-0.105853915,-0.33889896
962,0.08324837,-0.017714212
974,-0.3251586,-0.2506193
982,-0.28773248,-0.35013604
995,0.64881724,0.068608634
14,-0.1972707,-0.25195596
22,0.8175709,-0.03779012
50,0.13982174,0.77232265
79,0.15023352,-0.34924117
84,-0.23384829,0.21328993
89,0.035628576,-0.2725728
143,0.9538901,0.13127649
146,1.1058226,-0.029469883
147,0.692253,0.08621031
152,0.0011223922,-0.10751072
163,0.69415265,-0.25843394
181,0.30543104,0.21042691
184,-0.31755236,-0.53624886
196,0.9434927,-0.15758498
200,-0.3165402,0.047340855
225,0.6048562,-0.579158
259,0.5502299,-0.093769014
282,0.8119322,-0.2697506
295,-0.46047056,0.5021239
301,0.46222678,0.28788707
316,0.06867335,-0.1174575
385,-0.4079708,0.717994
418,0.17298396,0.6234645
433,-0.01778376,0.13044032
436,-0.07745923,0.006990413
439,0.50471455,0.057451803
452,0.25577745,-0.043799374
464,-0.28436846,-0.1963747
499,0.8540797,0.2174615
514,-0.23024887,-0.2859957
527,0.53771865,0.14589767
580,-0.2875466,-0.27010977
590,-0.2579847,-0.31008562
592,0.58049494,0.19484697
598,0.6100858,0.13565765
601,1.0055073,0.076801494
625,0.19824475,-0.10313209
627,-0.59318036,0.020041727
630,-0.3761344,-0.40108106
660,1.0999175,-0.0380313
702,-0.19368623,0.3834759
711,-0.34618196,0.9753119
717,1.028911,0.31548703
781,-0.752563,0.10264445
786,-0.14092799,0.40639952
827,0.9353715,-0.14417692
881,-0.12544148,0.48572153
913,1.0176905,-0.1949652
959,0.38706785,0.35953587
29,0.20668717,0.033224802
45,1.178664,0.11858618
76,-0.3187877,0.040855054
92,0.2040042,-0.24777852
98,-0.6052398,-0.07130803
102,0.20144963,0.14492583
139,0.96059674,-0.44260085
157,-0.6139757,0.14702594
164,0.88676363,0.19024023
175,0.9738123,0.33774805
183,0.1846762,0.35401496
211,0.48276553,0.29351112
241,-0.48646137,-0.19270726
246,0.690755,0.29406404
253,-0.004145141,0.082515866
260,1.0015416,0.05800341
263,-0.28524497,-0.55899876
265,0.33407313,-0.12313724
278,0.3425069,-0.014346819
281,0.33273637,-0.005139474
307,0.016507003,0.21059918
318,-0.16848923,0.7373161
335,-0.4066708,0.99132305
374,0.7003268,0.2151546
382,0.3093269,-0.10918231
411,0.2179124,-0.17000505
415,0.40732643,0.006124394
450,0.4529015,0.4268212
481,0.08412588,0.014843477
502,-0.06906021,0.62163275
512,0.7020725,-0.041201413
526,0.14204167,0.14231566
545,-0.5674664,-0.17331767
551,-0.23292273,-0.19622129
561,0.3147999,0.004169707
563,0.1395003,-0.08667657
642,-0.1575367,0.44383174
663,-0.49729994,-0.2683295
704,0.07869406,-0.094609044
709,0.3979258,0.06437215
743,0.004738142,-0.22619036
753,1.2132276,0.0044550234
765,0.44058236,-0.09276861
783,-0.6643798,-0.07498155
800,0.739727,0.12444641
889,0.70558774,0.05247972
918,0.31017464,0.57134074
947,-0.30204254,-0.18676876
961,0.17324299,-0.0479427
988,-0.2833801,-0.41085133
